GB	FGN
GB53391	NA
GB53392	NA
GB53393	NA
GB53394	FBgn0003371
GB53395	FBgn0029858
GB53396	FBgn0085443
GB53397	FBgn0085443
GB53398	FBgn0030878
GB53399	NA
GB53400	NA
GB53401	FBgn0028550
GB53402	FBgn0037358
GB53403	NA
GB53404	FBgn0000659
GB53405	FBgn0031247
GB53406	FBgn0029800
GB53407	NA
GB53408	NA
GB53409	NA
GB53410	FBgn0035436
GB53411	FBgn0037712
GB53412	FBgn0027571
GB53414	FBgn0259712
GB53415	FBgn0036318
GB53416	NA
GB53417	NA
GB53418	FBgn0031836
GB53419	FBgn0051216
GB53420	NA
GB53421	FBgn0031061
GB53422	FBgn0050157
GB53423	NA
GB53424	FBgn0038829
GB53426	FBgn0027057
GB53427	NA
GB53428	NA
GB53429	NA
GB53430	FBgn0031500
GB53431	NA
GB53432	NA
GB53433	NA
GB53434	FBgn0030629
GB53435	NA
GB53436	FBgn0038313
GB53437	FBgn0036196
GB53438	FBgn0015805
GB53439	FBgn0050394
GB53440	NA
GB53441	NA
GB53442	NA
GB53443	NA
GB53444	NA
GB53445	NA
GB53446	NA
GB53447	NA
GB53448	NA
GB53449	NA
GB53450	NA
GB53451	NA
GB53452	NA
GB53453	NA
GB53454	NA
GB53455	NA
GB53456	NA
GB53457	NA
GB53458	NA
GB53459	NA
GB53460	NA
GB53461	NA
GB53462	NA
GB53463	NA
GB53464	NA
GB53465	NA
GB53466	NA
GB53467	NA
GB53468	NA
GB53469	NA
GB53470	NA
GB53471	NA
GB53472	NA
GB53473	NA
GB53474	NA
GB53475	NA
GB53476	NA
GB53477	NA
GB53478	FBgn0005630
GB53479	NA
GB53480	NA
GB53481	NA
GB53482	NA
GB53483	NA
GB53484	NA
GB53485	NA
GB53486	NA
GB53487	NA
GB53488	NA
GB53489	NA
GB53490	NA
GB53491	NA
GB53492	NA
GB53493	NA
GB53494	NA
GB53496	NA
GB53498	NA
GB53499	NA
GB53500	NA
GB53503	FBgn0262656
GB53504	NA
GB53505	NA
GB53506	FBgn0052066
GB53509	NA
GB53511	NA
GB53512	FBgn0003651
GB53513	FBgn0011291
GB53514	NA
GB53515	NA
GB53516	FBgn0029821
GB53517	FBgn0035935
GB53518	FBgn0030692
GB53519	NA
GB53520	NA
GB53521	NA
GB53522	NA
GB53523	NA
GB53524	NA
GB53525	NA
GB53526	NA
GB53527	NA
GB53528	NA
GB53529	NA
GB53530	NA
GB53531	FBgn0029791
GB53532	FBgn0044826
GB53533	NA
GB53534	NA
GB53535	NA
GB53536	NA
GB53537	NA
GB53538	FBgn0033996
GB53539	NA
GB53540	FBgn0263350
GB53541	NA
GB53542	NA
GB53544	NA
GB53545	NA
GB53547	NA
GB53548	NA
GB53549	NA
GB53550	FBgn0031037
GB53553	NA
GB53554	NA
GB53555	NA
GB53556	NA
GB53557	NA
GB53558	NA
GB53559	NA
GB53562	FBgn0003866
GB53563	NA
GB53565	FBgn0038180
GB53566	NA
GB53567	FBgn0030482
GB53568	NA
GB53569	NA
GB53570	NA
GB53571	NA
GB53572	NA
GB53573	NA
GB53574	FBgn0037908
GB53575	NA
GB53576	NA
GB53577	NA
GB53578	FBgn0051148
GB53579	FBgn0051148
GB53580	FBgn0032882
GB53581	FBgn0036105
GB53582	FBgn0003744
GB53584	NA
GB53585	NA
GB53586	NA
GB53587	NA
GB53588	NA
GB53589	FBgn0001085
GB53590	NA
GB53591	NA
GB53592	FBgn0033915
GB53593	FBgn0013433
GB53595	NA
GB53596	NA
GB53597	NA
GB53598	FBgn0034137
GB53599	NA
GB53600	NA
GB53601	NA
GB53602	FBgn0003130
GB53603	FBgn0038221
GB53604	FBgn0015544
GB53605	FBgn0025625
GB53606	FBgn0086908
GB53607	FBgn0011737
GB53609	NA
GB53610	NA
GB53611	FBgn0039590
GB53613	NA
GB53614	FBgn0002044
GB53615	FBgn0033468
GB53616	FBgn0030349
GB53617	FBgn0033989
GB53618	NA
GB53619	FBgn0034948
GB53620	NA
GB53621	NA
GB53622	NA
GB53623	NA
GB53624	NA
GB53625	FBgn0051997
GB53626	FBgn0030982
GB53627	FBgn0039902
GB53628	FBgn0038167
GB53629	NA
GB53632	NA
GB53633	NA
GB53634	NA
GB53635	NA
GB53636	NA
GB53637	FBgn0004462
GB53638	NA
GB53639	NA
GB53640	NA
GB53641	NA
GB53643	NA
GB53644	FBgn0028397
GB53645	NA
GB53646	FBgn0003042
GB53647	FBgn0032915
GB53648	FBgn0083976
GB53649	FBgn0083992
GB53650	FBgn0025592
GB53651	FBgn0011676
GB53652	FBgn0033086
GB53653	FBgn0041004
GB53654	FBgn0032485
GB53655	NA
GB53656	FBgn0035483
GB53657	FBgn0037093
GB53658	NA
GB53659	FBgn0032298
GB53660	NA
GB53661	FBgn0035247
GB53662	FBgn0033713
GB53663	FBgn0038106
GB53664	FBgn0259742
GB53665	FBgn0010329
GB53666	FBgn0039696
GB53667	FBgn0040384
GB53668	FBgn0031263
GB53669	FBgn0030801
GB53670	FBgn0034087
GB53671	FBgn0262740
GB53672	FBgn0014163
GB53673	NA
GB53674	FBgn0033529
GB53675	NA
GB53676	FBgn0003444
GB53677	NA
GB53679	NA
GB53680	NA
GB53681	FBgn0034442
GB53682	NA
GB53683	FBgn0035462
GB53685	FBgn0027558
GB53687	NA
GB53688	NA
GB53689	NA
GB53690	FBgn0033339
GB53691	NA
GB53692	NA
GB53693	NA
GB53694	NA
GB53695	FBgn0033717
GB53696	FBgn0031244
GB53697	FBgn0035833
GB53698	NA
GB53699	FBgn0039977
GB53700	FBgn0024365
GB53701	FBgn0261046
GB53702	FBgn0035148
GB53703	FBgn0010638
GB53705	FBgn0035914
GB53706	FBgn0033994
GB53707	FBgn0030802
GB53708	FBgn0260945
GB53709	FBgn0003312
GB53710	FBgn0025836
GB53711	NA
GB53712	FBgn0016031
GB53713	NA
GB53714	NA
GB53715	NA
GB53716	FBgn0033887
GB53717	NA
GB53719	FBgn0052423
GB53720	NA
GB53721	FBgn0031294
GB53722	FBgn0040534
GB53723	FBgn0033375
GB53724	NA
GB53725	FBgn0031266
GB53726	FBgn0058191
GB53727	FBgn0014028
GB53728	NA
GB53729	FBgn0027835
GB53730	NA
GB53731	NA
GB53732	NA
GB53733	FBgn0083972
GB53735	NA
GB53736	FBgn0086913
GB53737	NA
GB53738	NA
GB53739	NA
GB53740	FBgn0050357
GB53741	NA
GB53742	NA
GB53743	NA
GB53744	NA
GB53745	NA
GB53746	NA
GB53747	NA
GB53748	NA
GB53749	FBgn0034877
GB53750	FBgn0030654
GB53751	NA
GB53752	NA
GB53753	FBgn0025837
GB53754	NA
GB53755	NA
GB53756	NA
GB53759	NA
GB53764	NA
GB53765	NA
GB53767	NA
GB53768	FBgn0030588
GB53769	NA
GB53770	FBgn0032053
GB53771	NA
GB53772	NA
GB53773	NA
GB53774	FBgn0030722
GB53775	FBgn0029866
GB53776	NA
GB53777	FBgn0039258
GB53778	FBgn0027655
GB53779	NA
GB53780	NA
GB53781	NA
GB53782	NA
GB53783	NA
GB53784	NA
GB53785	NA
GB53786	NA
GB53787	FBgn0037703
GB53788	FBgn0028341
GB53789	NA
GB53790	FBgn0052758
GB53791	FBgn0053080
GB53792	FBgn0065110
GB53793	NA
GB53794	FBgn0036299
GB53795	NA
GB53796	NA
GB53797	NA
GB53798	FBgn0027584
GB53799	FBgn0086134
GB53801	FBgn0260943
GB53802	FBgn0039240
GB53803	FBgn0030551
GB53804	NA
GB53805	NA
GB53806	NA
GB53807	NA
GB53809	NA
GB53810	NA
GB53811	NA
GB53812	FBgn0032242
GB53813	NA
GB53815	NA
GB53818	NA
GB53819	NA
GB53820	FBgn0037360
GB53821	FBgn0039260
GB53822	NA
GB53823	FBgn0037356
GB53824	FBgn0030099
GB53825	FBgn0011836
GB53826	NA
GB53827	FBgn0026872
GB53828	FBgn0037539
GB53829	FBgn0032250
GB53830	NA
GB53831	FBgn0033382
GB53832	FBgn0034089
GB53833	NA
GB53834	NA
GB53835	NA
GB53836	FBgn0086676
GB53838	NA
GB53839	NA
GB53840	FBgn0031725
GB53841	NA
GB53842	NA
GB53843	FBgn0052507
GB53845	NA
GB53846	FBgn0052438
GB53847	FBgn0014906
GB53848	FBgn0014906
GB53849	FBgn0000499
GB53850	NA
GB53852	FBgn0022764
GB53853	FBgn0028836
GB53854	NA
GB53856	FBgn0050361
GB53857	FBgn0050361
GB53858	NA
GB53859	FBgn0039056
GB53860	NA
GB53861	FBgn0040337
GB53862	FBgn0027570
GB53863	NA
GB53864	NA
GB53865	NA
GB53866	NA
GB53867	FBgn0001981
GB53868	NA
GB53869	NA
GB53870	NA
GB53871	NA
GB53872	FBgn0260960
GB53873	FBgn0260960
GB53874	NA
GB53875	NA
GB53876	FBgn0034312
GB53877	FBgn0036338
GB53880	NA
GB53881	FBgn0036805
GB53882	FBgn0035715
GB53885	NA
GB53886	NA
GB53887	NA
GB53888	NA
GB53892	NA
GB53895	NA
GB53896	NA
GB53897	NA
GB53899	NA
GB53904	NA
GB53908	NA
GB53909	FBgn0038344
GB53910	FBgn0263831
GB53911	NA
GB53912	FBgn0038541
GB53914	FBgn0261353
GB53915	FBgn0261381
GB53916	FBgn0025582
GB53917	NA
GB53918	FBgn0030460
GB53919	NA
GB53920	FBgn0013263
GB53921	NA
GB53922	NA
GB53923	FBgn0036202
GB53925	NA
GB53926	NA
GB53927	FBgn0032612
GB53928	NA
GB53929	NA
GB53930	NA
GB53931	FBgn0261563
GB53932	FBgn0027515
GB53933	FBgn0038799
GB53934	FBgn0034249
GB53935	FBgn0011476
GB53936	FBgn0000228
GB53937	FBgn0261279
GB53938	NA
GB53939	FBgn0025457
GB53940	NA
GB53941	FBgn0004863
GB53942	NA
GB53943	FBgn0037061
GB53944	FBgn0086475
GB53945	FBgn0041191
GB53946	FBgn0029084
GB53947	FBgn0033519
GB53948	FBgn0037060
GB53949	FBgn0032480
GB53950	NA
GB53951	NA
GB53952	NA
GB53953	FBgn0067783
GB53954	FBgn0038964
GB53955	FBgn0031871
GB53956	NA
GB53957	FBgn0261067
GB53958	FBgn0031298
GB53959	FBgn0260486
GB53960	FBgn0040235
GB53961	NA
GB53962	FBgn0024234
GB53963	FBgn0263197
GB53964	NA
GB53965	NA
GB53966	NA
GB53967	FBgn0003941
GB53968	FBgn0003941
GB53969	NA
GB53970	FBgn0035574
GB53971	NA
GB53972	NA
GB53973	FBgn0003891
GB53974	FBgn0041164
GB53975	FBgn0033317
GB53976	NA
GB53977	NA
GB53978	NA
GB53979	FBgn0031990
GB53986	FBgn0026268
GB53988	NA
GB53989	FBgn0013759
GB53990	FBgn0013759
GB53991	NA
GB53992	NA
GB53993	NA
GB53994	NA
GB53995	NA
GB53996	FBgn0013759
GB53997	NA
GB53998	NA
GB53999	NA
GB54000	NA
GB54001	NA
GB54002	NA
GB54003	NA
GB54004	NA
GB54005	FBgn0031725
GB54006	NA
GB54007	NA
GB54008	NA
GB54009	NA
GB54010	NA
GB54011	NA
GB54012	NA
GB54013	NA
GB54015	NA
GB54016	FBgn0038494
GB54017	NA
GB54018	NA
GB54019	FBgn0035295
GB54020	FBgn0030334
GB54021	NA
GB54022	NA
GB54023	NA
GB54024	NA
GB54025	NA
GB54030	FBgn0004607
GB54031	NA
GB54032	FBgn0034925
GB54033	FBgn0086605
GB54035	NA
GB54036	NA
GB54037	FBgn0004359
GB54038	NA
GB54039	NA
GB54040	FBgn0025874
GB54041	FBgn0015393
GB54042	FBgn0036574
GB54043	NA
GB54044	FBgn0038723
GB54045	FBgn0030391
GB54046	NA
GB54047	FBgn0025394
GB54048	NA
GB54049	FBgn0036258
GB54050	FBgn0038552
GB54051	FBgn0263607
GB54052	FBgn0036273
GB54053	FBgn0030366
GB54054	FBgn0030366
GB54055	NA
GB54056	FBgn0029823
GB54057	FBgn0028537
GB54058	NA
GB54059	NA
GB54060	NA
GB54061	NA
GB54062	NA
GB54063	NA
GB54065	NA
GB54066	NA
GB54067	NA
GB54069	FBgn0033159
GB54070	NA
GB54072	NA
GB54073	NA
GB54076	FBgn0031913
GB54078	NA
GB54083	FBgn0004395
GB54084	FBgn0004828
GB54085	FBgn0004828
GB54086	NA
GB54087	FBgn0030694
GB54088	NA
GB54089	FBgn0260744
GB54090	NA
GB54091	FBgn0029999
GB54092	NA
GB54093	FBgn0053557
GB54094	FBgn0011206
GB54095	NA
GB54097	FBgn0011672
GB54098	NA
GB54099	NA
GB54100	FBgn0035469
GB54101	FBgn0037439
GB54102	FBgn0031115
GB54103	FBgn0036192
GB54104	FBgn0038596
GB54105	NA
GB54107	NA
GB54108	FBgn0030976
GB54109	FBgn0027085
GB54110	NA
GB54111	FBgn0034540
GB54112	FBgn0000109
GB54113	FBgn0051855
GB54114	NA
GB54115	NA
GB54116	NA
GB54117	NA
GB54118	FBgn0010768
GB54119	FBgn0052350
GB54120	FBgn0024973
GB54121	NA
GB54123	NA
GB54124	FBgn0023090
GB54125	NA
GB54126	NA
GB54127	FBgn0003353
GB54128	NA
GB54129	FBgn0030364
GB54130	FBgn0053554
GB54131	NA
GB54132	FBgn0011762
GB54133	FBgn0038958
GB54134	NA
GB54135	NA
GB54136	FBgn0264272
GB54137	NA
GB54139	NA
GB54140	FBgn0031450
GB54141	FBgn0028707
GB54142	NA
GB54143	FBgn0039000
GB54144	FBgn0259233
GB54145	FBgn0026189
GB54146	FBgn0032597
GB54147	FBgn0030346
GB54148	FBgn0039461
GB54149	NA
GB54150	FBgn0039061
GB54151	FBgn0039061
GB54152	NA
GB54153	NA
GB54154	NA
GB54155	NA
GB54156	FBgn0037624
GB54158	FBgn0260933
GB54159	FBgn0083971
GB54160	NA
GB54161	NA
GB54162	FBgn0030851
GB54163	NA
GB54164	FBgn0051145
GB54165	FBgn0035947
GB54166	FBgn0003257
GB54167	FBgn0038358
GB54168	FBgn0034534
GB54169	FBgn0038427
GB54170	FBgn0013953
GB54172	FBgn0036240
GB54173	NA
GB54174	FBgn0003330
GB54175	FBgn0046258
GB54176	FBgn0035851
GB54177	FBgn0038397
GB54178	NA
GB54179	NA
GB54180	FBgn0001147
GB54181	FBgn0001105
GB54182	NA
GB54183	FBgn0003275
GB54184	NA
GB54185	NA
GB54186	FBgn0037345
GB54187	FBgn0035073
GB54188	NA
GB54189	NA
GB54190	FBgn0052649
GB54191	FBgn0036787
GB54192	FBgn0011272
GB54193	FBgn0011692
GB54194	FBgn0086656
GB54195	NA
GB54197	NA
GB54198	FBgn0046704
GB54199	NA
GB54200	FBgn0027791
GB54201	FBgn0041582
GB54202	NA
GB54203	NA
GB54204	FBgn0000146
GB54205	FBgn0034402
GB54206	NA
GB54207	FBgn0261613
GB54208	FBgn0031478
GB54209	FBgn0000032
GB54210	FBgn0011642
GB54211	FBgn0033885
GB54212	NA
GB54213	FBgn0052000
GB54214	FBgn0038376
GB54215	FBgn0037491
GB54216	FBgn0020236
GB54217	FBgn0038854
GB54218	NA
GB54219	NA
GB54220	FBgn0036059
GB54221	FBgn0035528
GB54222	FBgn0023529
GB54223	NA
GB54224	NA
GB54225	NA
GB54226	FBgn0262029
GB54227	FBgn0036519
GB54228	FBgn0029113
GB54229	NA
GB54230	FBgn0010905
GB54231	NA
GB54232	NA
GB54233	NA
GB54234	FBgn0035591
GB54235	FBgn0035347
GB54236	FBgn0035347
GB54237	FBgn0025640
GB54238	NA
GB54239	NA
GB54240	NA
GB54241	NA
GB54242	FBgn0026702
GB54243	NA
GB54244	FBgn0036372
GB54245	NA
GB54246	FBgn0033192
GB54247	NA
GB54248	NA
GB54250	FBgn0003002
GB54251	FBgn0036510
GB54252	FBgn0003082
GB54253	FBgn0033032
GB54254	FBgn0010894
GB54255	FBgn0010894
GB54256	NA
GB54257	NA
GB54258	FBgn0032394
GB54259	FBgn0038788
GB54260	FBgn0039827
GB54261	FBgn0031265
GB54262	NA
GB54263	FBgn0261383
GB54264	FBgn0003520
GB54266	FBgn0032248
GB54267	NA
GB54268	FBgn0031589
GB54269	FBgn0020370
GB54270	FBgn0036905
GB54271	FBgn0027535
GB54272	NA
GB54273	NA
GB54274	NA
GB54275	NA
GB54276	NA
GB54277	NA
GB54279	FBgn0015621
GB54280	FBgn0036277
GB54281	FBgn0022382
GB54282	NA
GB54283	NA
GB54284	NA
GB54286	FBgn0037027
GB54287	FBgn0003977
GB54288	FBgn0013756
GB54289	NA
GB54291	FBgn0027616
GB54292	NA
GB54293	NA
GB54294	FBgn0035348
GB54295	FBgn0037130
GB54296	FBgn0051950
GB54297	FBgn0021875
GB54298	FBgn0037312
GB54299	FBgn0037908
GB54300	FBgn0033210
GB54301	FBgn0030605
GB54302	FBgn0037534
GB54303	FBgn0028406
GB54304	NA
GB54305	NA
GB54306	NA
GB54307	NA
GB54308	FBgn0038881
GB54309	FBgn0038881
GB54310	NA
GB54311	FBgn0039045
GB54312	FBgn0038678
GB54313	FBgn0030884
GB54314	FBgn0038473
GB54315	NA
GB54316	FBgn0039396
GB54317	NA
GB54319	NA
GB54320	FBgn0031374
GB54321	FBgn0040075
GB54322	NA
GB54323	NA
GB54325	FBgn0036544
GB54326	NA
GB54327	NA
GB54328	FBgn0037108
GB54329	FBgn0053172
GB54330	FBgn0033962
GB54331	FBgn0013770
GB54332	FBgn0024510
GB54333	NA
GB54334	NA
GB54335	FBgn0066304
GB54336	FBgn0066303
GB54337	NA
GB54338	FBgn0020388
GB54339	FBgn0000042
GB54340	FBgn0032818
GB54341	NA
GB54342	FBgn0024804
GB54343	FBgn0036334
GB54344	FBgn0036335
GB54345	NA
GB54346	FBgn0040929
GB54347	FBgn0259734
GB54348	NA
GB54349	NA
GB54350	FBgn0036849
GB54351	FBgn0017581
GB54352	NA
GB54353	FBgn0037236
GB54354	NA
GB54355	FBgn0022959
GB54356	NA
GB54357	NA
GB54358	NA
GB54359	NA
GB54360	NA
GB54361	NA
GB54362	FBgn0036282
GB54363	FBgn0040237
GB54364	FBgn0034307
GB54365	FBgn0038269
GB54366	NA
GB54367	NA
GB54368	FBgn0037728
GB54369	FBgn0086355
GB54370	FBgn0086355
GB54371	FBgn0029755
GB54372	FBgn0015245
GB54373	FBgn0031060
GB54374	NA
GB54375	NA
GB54376	NA
GB54377	NA
GB54378	FBgn0001978
GB54379	FBgn0039867
GB54380	NA
GB54381	NA
GB54384	FBgn0033961
GB54385	FBgn0030411
GB54386	FBgn0039858
GB54387	FBgn0037899
GB54388	FBgn0025630
GB54389	FBgn0030343
GB54390	NA
GB54391	FBgn0038293
GB54392	NA
GB54393	FBgn0031646
GB54394	NA
GB54395	FBgn0004876
GB54396	FBgn0037534
GB54397	FBgn0039030
GB54398	NA
GB54399	FBgn0260942
GB54400	NA
GB54401	FBgn0037534
GB54403	NA
GB54404	FBgn0037534
GB54406	FBgn0037633
GB54409	NA
GB54410	NA
GB54411	NA
GB54412	NA
GB54416	NA
GB54417	FBgn0026268
GB54418	NA
GB54419	FBgn0026268
GB54420	FBgn0039201
GB54421	NA
GB54422	FBgn0029118
GB54423	FBgn0029118
GB54424	NA
GB54425	FBgn0027568
GB54426	FBgn0052512
GB54427	FBgn0011704
GB54428	NA
GB54429	NA
GB54430	FBgn0035390
GB54432	FBgn0011701
GB54433	FBgn0002607
GB54435	FBgn0034858
GB54436	FBgn0027572
GB54439	FBgn0010415
GB54440	FBgn0038584
GB54441	NA
GB54443	NA
GB54445	NA
GB54446	FBgn0000116
GB54447	FBgn0025806
GB54448	FBgn0052068
GB54449	FBgn0031186
GB54450	NA
GB54451	FBgn0040284
GB54452	NA
GB54454	NA
GB54455	NA
GB54456	NA
GB54457	NA
GB54458	NA
GB54459	NA
GB54460	FBgn0015663
GB54461	NA
GB54462	FBgn0035541
GB54463	NA
GB54464	NA
GB54465	NA
GB54466	NA
GB54467	FBgn0035538
GB54468	FBgn0037726
GB54469	FBgn0035980
GB54470	NA
GB54471	NA
GB54472	NA
GB54473	NA
GB54474	FBgn0043070
GB54475	NA
GB54476	NA
GB54477	FBgn0003731
GB54478	FBgn0036117
GB54480	NA
GB54481	NA
GB54482	NA
GB54483	FBgn0035539
GB54484	FBgn0027565
GB54485	FBgn0015663
GB54486	FBgn0036659
GB54487	NA
GB54488	NA
GB54489	NA
GB54491	NA
GB54493	FBgn0003513
GB54495	NA
GB54496	FBgn0261556
GB54498	NA
GB54499	FBgn0002641
GB54500	FBgn0025382
GB54501	NA
GB54502	FBgn0259677
GB54503	FBgn0039265
GB54504	NA
GB54505	NA
GB54506	FBgn0014033
GB54507	FBgn0087002
GB54508	NA
GB54510	FBgn0027836
GB54511	FBgn0003261
GB54512	FBgn0029693
GB54513	NA
GB54514	NA
GB54516	NA
GB54517	NA
GB54518	FBgn0038592
GB54519	NA
GB54520	NA
GB54521	FBgn0052441
GB54522	NA
GB54523	NA
GB54524	NA
GB54525	FBgn0031906
GB54526	FBgn0026326
GB54527	NA
GB54528	NA
GB54529	NA
GB54530	FBgn0031216
GB54531	NA
GB54532	NA
GB54533	FBgn0085378
GB54534	NA
GB54535	NA
GB54537	FBgn0264089
GB54538	FBgn0262870
GB54539	NA
GB54540	FBgn0030342
GB54541	FBgn0031973
GB54543	FBgn0030701
GB54544	NA
GB54545	NA
GB54546	NA
GB54547	FBgn0037473
GB54548	NA
GB54549	FBgn0002569
GB54550	NA
GB54551	FBgn0259677
GB54552	NA
GB54553	NA
GB54554	NA
GB54555	FBgn0039868
GB54556	FBgn0040344
GB54557	NA
GB54558	NA
GB54559	NA
GB54564	FBgn0035087
GB54565	NA
GB54567	NA
GB54568	NA
GB54569	NA
GB54570	FBgn0034697
GB54571	FBgn0010278
GB54572	FBgn0022246
GB54573	FBgn0261396
GB54574	FBgn0039490
GB54575	NA
GB54576	NA
GB54577	NA
GB54578	FBgn0035825
GB54579	FBgn0034923
GB54580	NA
GB54581	NA
GB54582	FBgn0030246
GB54583	FBgn0032701
GB54584	NA
GB54585	FBgn0033272
GB54586	NA
GB54587	FBgn0019982
GB54588	FBgn0050404
GB54589	FBgn0039261
GB54590	FBgn0035016
GB54592	FBgn0027529
GB54593	FBgn0024150
GB54595	FBgn0260749
GB54596	FBgn0030733
GB54598	FBgn0260795
GB54599	FBgn0030691
GB54600	FBgn0259113
GB54601	FBgn0025678
GB54602	FBgn0026433
GB54603	NA
GB54605	FBgn0030396
GB54606	FBgn0036772
GB54607	FBgn0014930
GB54608	FBgn0033540
GB54609	FBgn0039680
GB54610	FBgn0032449
GB54611	FBgn0002930
GB54612	NA
GB54621	NA
GB54622	FBgn0261862
GB54623	FBgn0000316
GB54625	FBgn0052529
GB54627	FBgn0015773
GB54631	NA
GB54632	NA
GB54633	FBgn0035099
GB54634	FBgn0034808
GB54639	FBgn0026313
GB54643	FBgn0019960
GB54644	NA
GB54645	NA
GB54646	FBgn0039158
GB54647	FBgn0039158
GB54649	FBgn0037098
GB54650	NA
GB54651	FBgn0036770
GB54652	FBgn0039765
GB54653	FBgn0003449
GB54654	NA
GB54655	FBgn0037567
GB54656	FBgn0032750
GB54657	FBgn0002989
GB54658	FBgn0003575
GB54659	FBgn0022724
GB54660	FBgn0038871
GB54661	FBgn0003076
GB54662	FBgn0052448
GB54663	NA
GB54664	FBgn0027594
GB54665	NA
GB54666	FBgn0033844
GB54667	NA
GB54668	FBgn0030613
GB54669	NA
GB54671	NA
GB54672	FBgn0036853
GB54673	FBgn0027865
GB54674	FBgn0037956
GB54675	NA
GB54676	FBgn0001124
GB54677	FBgn0034232
GB54678	NA
GB54679	NA
GB54680	FBgn0004397
GB54681	FBgn0035271
GB54683	NA
GB54684	FBgn0038984
GB54685	NA
GB54686	NA
GB54687	FBgn0026409
GB54688	NA
GB54689	FBgn0035400
GB54690	FBgn0037676
GB54691	FBgn0038923
GB54692	NA
GB54693	FBgn0036346
GB54696	NA
GB54697	NA
GB54698	FBgn0038601
GB54699	NA
GB54700	FBgn0023388
GB54701	FBgn0260939
GB54702	FBgn0051156
GB54704	NA
GB54713	NA
GB54714	FBgn0030151
GB54715	FBgn0033224
GB54716	FBgn0011589
GB54717	FBgn0035567
GB54718	FBgn0035150
GB54719	FBgn0031596
GB54720	FBgn0036327
GB54721	NA
GB54722	NA
GB54723	NA
GB54724	FBgn0036984
GB54725	NA
GB54726	NA
GB54727	NA
GB54728	NA
GB54729	FBgn0031540
GB54730	NA
GB54731	FBgn0035799
GB54732	FBgn0030309
GB54733	FBgn0261245
GB54734	NA
GB54735	FBgn0015336
GB54737	NA
GB54738	NA
GB54741	NA
GB54742	FBgn0001079
GB54743	FBgn0004959
GB54744	NA
GB54745	FBgn0030640
GB54746	FBgn0030641
GB54747	FBgn0028689
GB54748	FBgn0029133
GB54749	FBgn0015372
GB54750	FBgn0259226
GB54751	FBgn0033998
GB54752	FBgn0030434
GB54753	FBgn0000579
GB54754	NA
GB54755	NA
GB54756	FBgn0034909
GB54758	NA
GB54760	FBgn0004687
GB54761	FBgn0004687
GB54762	FBgn0033362
GB54763	NA
GB54764	FBgn0026404
GB54765	FBgn0010383
GB54766	NA
GB54767	FBgn0028944
GB54768	NA
GB54770	NA
GB54771	NA
GB54772	NA
GB54773	FBgn0051612
GB54774	FBgn0000117
GB54775	FBgn0030027
GB54776	NA
GB54777	FBgn0003189
GB54778	NA
GB54779	NA
GB54780	FBgn0261787
GB54781	NA
GB54782	NA
GB54783	FBgn0036662
GB54784	FBgn0036104
GB54785	NA
GB54786	NA
GB54787	NA
GB54788	NA
GB54789	FBgn0000239
GB54790	NA
GB54791	NA
GB54792	NA
GB54794	NA
GB54795	NA
GB54796	FBgn0025334
GB54797	FBgn0025463
GB54798	FBgn0031390
GB54802	FBgn0031732
GB54803	FBgn0264339
GB54804	NA
GB54805	FBgn0033052
GB54806	FBgn0051100
GB54807	NA
GB54808	FBgn0016034
GB54809	NA
GB54810	NA
GB54811	FBgn0031826
GB54812	FBgn0004698
GB54813	NA
GB54814	FBgn0025286
GB54815	NA
GB54816	FBgn0032297
GB54817	FBgn0002789
GB54818	FBgn0014863
GB54819	NA
GB54821	NA
GB54827	FBgn0004242
GB54828	NA
GB54829	FBgn0041707
GB54830	FBgn0031829
GB54831	FBgn0029905
GB54832	NA
GB54833	NA
GB54834	NA
GB54835	FBgn0000320
GB54836	FBgn0040985
GB54837	FBgn0030067
GB54838	FBgn0030997
GB54839	NA
GB54840	NA
GB54841	FBgn0003345
GB54842	FBgn0027093
GB54843	FBgn0053123
GB54844	NA
GB54845	FBgn0026318
GB54846	FBgn0032014
GB54847	NA
GB54848	FBgn0032015
GB54849	NA
GB54850	FBgn0037000
GB54851	FBgn0037000
GB54852	FBgn0032006
GB54853	FBgn0032006
GB54854	FBgn0032884
GB54855	FBgn0032726
GB54856	FBgn0032726
GB54857	NA
GB54858	NA
GB54859	NA
GB54860	FBgn0039459
GB54861	FBgn0250848
GB54862	FBgn0250848
GB54863	FBgn0250848
GB54864	NA
GB54865	FBgn0003687
GB54866	NA
GB54867	FBgn0031424
GB54868	FBgn0031426
GB54869	NA
GB54870	NA
GB54876	NA
GB54877	NA
GB54878	NA
GB54879	NA
GB54881	NA
GB54882	FBgn0030611
GB54883	NA
GB54884	NA
GB54885	FBgn0004859
GB54886	FBgn0042135
GB54888	NA
GB54889	NA
GB54890	FBgn0000337
GB54891	NA
GB54892	NA
GB54893	FBgn0031251
GB54894	NA
GB54895	NA
GB54896	NA
GB54900	NA
GB54903	FBgn0044028
GB54904	NA
GB54905	NA
GB54906	NA
GB54907	NA
GB54908	NA
GB54909	NA
GB54910	FBgn0000017
GB54912	FBgn0023215
GB54914	FBgn0040754
GB54916	FBgn0017572
GB54917	FBgn0027453
GB54918	FBgn0039915
GB54919	NA
GB54920	NA
GB54921	FBgn0037487
GB54922	NA
GB54923	NA
GB54924	NA
GB54925	FBgn0036369
