GB	Taxa
GB53748	NA
GB53749	Insecta
GB53750	Insecta
GB53751	Insecta
GB53753	Insecta
GB53755	Insecta
GB53756	Apoidea
GB53764	NA
GB53765	NA
GB53768	Insecta
GB53769	Insecta
GB53770	Insecta
GB53771	Hymenoptera
GB53772	NA
GB53773	NA
GB53774	Insecta
GB53775	Insecta
GB53776	NA
GB53777	Insecta
GB53778	Insecta
GB53779	Apoidea
GB53780	Insecta
GB53781	NA
GB53782	Insecta
GB53783	Insecta
GB53784	Hymenoptera
GB53785	NA
GB53786	NA
GB53787	Insecta
GB53788	Insecta
GB53789	Insecta
GB53790	Insecta
GB53791	Insecta
GB53792	Insecta
GB53793	Hymenoptera
GB53794	Insecta
GB53795	Hymenoptera
GB53796	Hymenoptera
GB53797	NA
GB53798	Insecta
GB53799	Insecta
GB53801	Insecta
GB53802	Insecta
GB53803	Insecta
GB53804	NA
GB53805	Insecta
GB53806	NA
GB53807	Insecta
GB53810	NA
GB53811	Insecta
GB53812	Insecta
GB53815	Insecta
GB53818	Hymenoptera
GB53819	Hymenoptera
GB53820	Insecta
GB53821	Insecta
GB53822	NA
GB53823	Insecta
GB53824	Insecta
GB53825	Insecta
GB53826	Insecta
GB53827	Insecta
GB53828	Insecta
GB53829	Insecta
GB53830	Insecta
GB53831	Insecta
GB53832	Insecta
GB53833	Hymenoptera
GB53834	Hymenoptera
GB53835	Insecta
GB53836	Insecta
GB53838	NA
GB53839	Hymenoptera
GB53840	Insecta
GB53841	NA
GB53842	NA
GB53846	Insecta
GB53847	Insecta
GB53848	Insecta
GB53849	Insecta
GB53852	Insecta
GB53853	Insecta
GB53854	NA
GB53856	Insecta
GB53857	Insecta
GB53859	Insecta
GB53860	Insecta
GB53861	Insecta
GB53862	Insecta
GB53863	Insecta
GB53864	Hymenoptera
GB53865	Insecta
GB53866	NA
GB53867	Insecta
GB53868	NA
GB53869	NA
GB53870	NA
GB53872	Insecta
GB53873	Insecta
GB53874	Hymenoptera
GB53875	NA
GB53876	Insecta
GB53877	Insecta
GB53880	Hymenoptera
GB53881	Insecta
GB53882	Insecta
GB53885	Hymenoptera
GB53886	Hymenoptera
GB53887	Insecta
GB53888	NA
GB53897	NA
GB53908	Insecta
GB53909	Insecta
GB53910	Insecta
GB53911	Insecta
GB53912	Insecta
GB53914	Insecta
GB53915	Insecta
GB53916	Insecta
GB53917	Hymenoptera
GB53918	Insecta
GB53919	Hymenoptera
GB53920	Insecta
GB53921	Hymenoptera
GB53923	Insecta
GB53925	Insecta
GB53926	Hymenoptera
GB53927	Insecta
GB53929	Hymenoptera
GB53930	Hymenoptera
GB53931	Insecta
GB53932	Insecta
GB53933	Insecta
GB53934	Insecta
GB53936	Insecta
GB53937	Insecta
GB53938	Apis
GB53939	Insecta
GB53941	Insecta
GB53942	NA
GB53943	Insecta
GB53944	Insecta
GB53945	Insecta
GB53946	Insecta
GB53947	Insecta
GB53948	Insecta
GB53949	Insecta
GB53950	Hymenoptera
GB53951	Apoidea
GB53952	NA
GB53953	Insecta
GB53954	Insecta
GB53955	Insecta
GB53956	Insecta
GB53957	Insecta
GB53958	Insecta
GB53959	Insecta
GB53960	Insecta
GB53962	Insecta
GB53963	Insecta
GB53964	NA
GB53965	Insecta
GB53966	Hymenoptera
GB53967	Insecta
GB53968	Insecta
GB53970	Insecta
GB53971	Insecta
GB53972	Insecta
GB53973	Insecta
GB53974	Insecta
GB53975	Insecta
GB53976	Insecta
GB53977	NA
GB53978	Insecta
GB53979	Insecta
GB53989	Insecta
GB53990	Insecta
GB53991	Hymenoptera
GB53992	Hymenoptera
GB53993	NA
GB53994	NA
GB53995	Insecta
GB53996	Insecta
GB53998	NA
GB53999	NA
GB54000	NA
GB54002	NA
GB54003	NA
GB54004	NA
GB54005	Insecta
GB54006	NA
GB54007	NA
GB54008	NA
GB54009	NA
GB54010	NA
GB54011	NA
GB54012	NA
GB54013	NA
GB54015	NA
GB54016	Insecta
GB54017	NA
GB54018	NA
GB54019	Insecta
GB54020	Insecta
GB54022	NA
GB54023	NA
GB54024	NA
GB54025	NA
GB54030	Insecta
GB54031	Insecta
GB54032	Insecta
GB54033	Insecta
GB54035	Insecta
GB54036	NA
GB54037	Insecta
GB54040	Insecta
GB54041	Insecta
GB54042	Insecta
GB54043	NA
GB54044	Insecta
GB54045	Insecta
GB54046	Apoidea
GB54047	Insecta
GB54049	Insecta
GB54050	Insecta
GB54051	Insecta
GB54052	Insecta
GB54053	Insecta
GB54054	Insecta
GB54056	Insecta
GB54057	Insecta
GB54058	NA
GB54059	NA
GB54061	NA
GB54062	NA
GB54065	NA
GB54083	Insecta
GB54085	Insecta
GB54086	NA
GB54087	Insecta
GB54088	Hymenoptera
GB54089	Insecta
GB54090	NA
GB54091	Insecta
GB54092	Insecta
GB54093	Insecta
GB54094	Insecta
GB54095	Hymenoptera
GB54097	Insecta
GB54098	Insecta
GB54099	NA
GB54100	Insecta
GB54101	Insecta
GB54102	Insecta
GB54103	Insecta
GB54104	Insecta
GB54105	NA
GB54107	NA
GB54108	Insecta
GB54109	Insecta
GB54110	Insecta
GB54111	Insecta
GB54112	Insecta
GB54113	Insecta
GB54114	Insecta
GB54115	Hymenoptera
GB54116	Hymenoptera
GB54117	Insecta
GB54118	Insecta
GB54119	Insecta
GB54120	Insecta
GB54121	NA
GB54123	Insecta
GB54124	Insecta
GB54125	Hymenoptera
GB54126	Hymenoptera
GB54127	Insecta
GB54128	Apoidea
GB54129	Insecta
GB54130	Insecta
GB54131	Insecta
GB54132	Insecta
GB54133	Insecta
GB54134	Hymenoptera
GB54135	NA
GB54136	Insecta
GB54137	Hymenoptera
GB54139	Insecta
GB54140	Insecta
GB54141	Insecta
GB54142	Hymenoptera
GB54143	Insecta
GB54144	Insecta
GB54145	Insecta
GB54146	Insecta
GB54147	Insecta
GB54148	Insecta
GB54150	Insecta
GB54151	Insecta
GB54152	Hymenoptera
GB54153	Hymenoptera
GB54154	Hymenoptera
GB54155	Hymenoptera
GB54156	Insecta
GB54158	Insecta
GB54159	Insecta
GB54160	Apoidea
GB54161	NA
GB54162	Insecta
GB54163	Insecta
GB54164	Insecta
GB54165	Insecta
GB54166	Insecta
GB54167	Insecta
GB54168	Insecta
GB54169	Insecta
GB54170	Insecta
GB54172	Insecta
GB54173	NA
GB54174	Insecta
GB54175	Insecta
GB54176	Insecta
GB54177	Insecta
GB54178	Insecta
GB54179	Insecta
GB54180	Insecta
GB54181	Insecta
GB54182	Hymenoptera
GB54183	Insecta
GB54184	Insecta
GB54186	Insecta
GB54187	Insecta
GB54188	Insecta
GB54189	Hymenoptera
GB54190	Insecta
GB54191	Insecta
GB54192	Insecta
GB54193	Insecta
GB54194	Insecta
GB54195	Insecta
GB54197	Insecta
GB54198	Insecta
GB54199	NA
GB54200	Insecta
GB54201	Insecta
GB54203	Insecta
GB54204	Insecta
GB54205	Insecta
GB54206	NA
GB54207	Insecta
GB54208	Insecta
GB54209	Insecta
GB54210	Insecta
GB54211	Insecta
GB54212	Insecta
GB54213	Insecta
GB54214	Insecta
GB54215	Insecta
GB54216	Insecta
GB54217	Insecta
GB54218	Hymenoptera
GB54219	Insecta
GB54220	Insecta
GB54221	Insecta
GB54222	Insecta
GB54223	Insecta
GB54225	Hymenoptera
GB54226	Insecta
GB54227	Insecta
GB54228	Insecta
GB54230	Insecta
GB54231	Insecta
GB54232	NA
GB54233	Hymenoptera
GB54234	Insecta
GB54235	Insecta
GB54236	Insecta
GB54237	Insecta
GB54238	Hymenoptera
GB54239	Insecta
GB54240	Apoidea
GB54242	Insecta
GB54243	Insecta
GB54244	Insecta
GB54246	Insecta
GB54247	NA
GB54248	NA
GB54250	Insecta
GB54251	Insecta
GB54252	Insecta
GB54253	Insecta
GB54254	Insecta
GB54255	Insecta
GB54256	Insecta
GB54258	Insecta
GB54259	Insecta
GB54260	Insecta
GB54261	Insecta
GB54262	Hymenoptera
GB54263	Insecta
GB54264	Insecta
GB54267	Insecta
GB54268	Insecta
GB54269	Insecta
GB54271	Insecta
GB54272	Insecta
GB54273	Hymenoptera
GB54275	NA
GB54276	NA
GB54277	NA
GB54279	Insecta
GB54280	Insecta
GB54281	Insecta
GB54282	Insecta
GB54283	Insecta
GB54284	NA
GB54286	Insecta
GB54287	Insecta
GB54288	Insecta
GB54289	Insecta
GB54291	Insecta
GB54292	Insecta
GB54293	Insecta
GB54294	Insecta
GB54295	Insecta
GB54297	Insecta
GB54298	Insecta
GB54300	Insecta
GB54301	Insecta
GB54302	Insecta
GB54303	Insecta
GB54304	NA
GB54305	NA
GB54306	NA
GB54307	NA
GB54308	Insecta
GB54309	Insecta
GB54311	Insecta
GB54312	Insecta
GB54313	Insecta
GB54314	Insecta
GB54315	Insecta
GB54316	Insecta
GB54317	Hymenoptera
GB54319	Insecta
GB54320	Insecta
GB54321	Insecta
GB54322	NA
GB54323	NA
GB54325	Insecta
GB54326	Hymenoptera
GB54327	Apoidea
GB54328	Insecta
GB54329	Insecta
GB54330	Insecta
GB54331	Insecta
GB54332	Insecta
GB54333	Hymenoptera
GB54334	Insecta
GB54335	Insecta
GB54337	Insecta
GB54338	Insecta
GB54339	Insecta
GB54340	Insecta
GB54341	Insecta
GB54342	Insecta
GB54344	Insecta
GB54345	NA
GB54347	Insecta
GB54348	Insecta
GB54349	Hymenoptera
GB54350	Insecta
GB54351	Insecta
GB54352	Hymenoptera
GB54353	Insecta
GB54354	Insecta
GB54356	Hymenoptera
GB54358	Insecta
GB54359	Insecta
GB54360	NA
GB54361	Insecta
GB54362	Insecta
GB54363	Insecta
GB54364	Insecta
GB54365	Insecta
GB54366	NA
GB54367	Insecta
GB54368	Insecta
GB54369	Insecta
GB54370	Insecta
GB54371	Insecta
GB54372	Insecta
GB54373	Insecta
GB54374	Hymenoptera
GB54376	Insecta
GB54377	Insecta
GB54378	Insecta
GB54379	Insecta
GB54381	Insecta
GB54384	Insecta
GB54385	Insecta
GB54386	Insecta
GB54387	Insecta
GB54388	Insecta
GB54389	Insecta
GB54390	Hymenoptera
GB54391	Insecta
GB54392	NA
GB54393	Insecta
GB54394	NA
GB54395	Insecta
GB54396	Insecta
GB54397	Insecta
GB54398	NA
GB54399	Insecta
GB54400	Hymenoptera
GB54401	Insecta
GB54404	Insecta
GB54409	NA
GB54410	Hymenoptera
GB54411	NA
GB54412	Hymenoptera
GB54416	Insecta
GB54418	Apoidea
GB54419	Insecta
GB54420	Insecta
GB54421	Hymenoptera
GB54422	Insecta
GB54423	Insecta
GB54424	Insecta
GB54425	Insecta
GB54426	Insecta
GB54427	Insecta
GB54428	Hymenoptera
GB54430	Insecta
GB54432	Insecta
GB54433	Insecta
GB54435	Insecta
GB54436	Insecta
GB54439	Insecta
GB54440	Insecta
GB54443	Apis
GB54446	Insecta
GB54447	Insecta
GB54448	Insecta
GB54449	Insecta
GB54450	Hymenoptera
GB54451	Insecta
GB54452	NA
GB54454	Insecta
GB54455	NA
GB54456	Apoidea
GB54458	Insecta
GB54460	Insecta
GB54461	NA
GB54462	Insecta
GB54463	NA
GB54464	NA
GB54466	NA
GB54467	Insecta
GB54468	Insecta
GB54469	Insecta
GB54470	Hymenoptera
GB54471	NA
GB54472	Hymenoptera
GB54474	Insecta
GB54476	NA
GB54477	Insecta
GB54478	Insecta
GB54480	Insecta
GB54481	NA
GB54482	NA
GB54483	Insecta
GB54484	Insecta
GB54485	Insecta
GB54486	Insecta
GB54487	NA
GB54488	Insecta
GB54489	Apoidea
GB54493	Insecta
GB54496	Insecta
GB54498	Insecta
GB54499	Insecta
GB54500	Insecta
GB54501	Insecta
GB54502	Insecta
GB54503	Insecta
GB54504	Insecta
GB54505	Hymenoptera
GB54506	Insecta
GB54507	Insecta
GB54508	Insecta
GB54510	Insecta
GB54511	Insecta
GB54512	Insecta
GB54513	NA
GB54514	NA
GB54516	Hymenoptera
GB54517	Hymenoptera
GB54518	Insecta
GB54519	Hymenoptera
GB54520	NA
GB54521	Insecta
GB54522	Insecta
GB54523	NA
GB54524	Insecta
GB54525	Insecta
GB54526	Insecta
GB54528	Hymenoptera
GB54529	NA
GB54530	Insecta
GB54531	NA
GB54532	Hymenoptera
GB54533	Insecta
GB54537	Insecta
GB54538	Insecta
GB54540	Insecta
GB54541	Insecta
GB54543	Insecta
GB54544	Hymenoptera
GB54546	Hymenoptera
GB54547	Insecta
GB54548	Hymenoptera
GB54549	Insecta
GB54550	NA
GB54551	Insecta
GB54552	NA
GB54553	Apoidea
GB54554	Hymenoptera
GB54555	Insecta
GB54556	Insecta
GB54557	Insecta
GB54559	NA
GB54568	Insecta
GB54569	Insecta
GB54570	Insecta
GB54571	Insecta
GB54572	Insecta
GB54573	Insecta
GB54575	NA
GB54576	NA
GB54577	Apoidea
GB54578	Insecta
GB54579	Insecta
GB54580	Hymenoptera
GB54581	Hymenoptera
GB54582	Insecta
GB54583	Insecta
GB54584	Insecta
GB54585	Insecta
GB54587	Insecta
GB54588	Insecta
GB54589	Insecta
GB54590	Insecta
GB54592	Insecta
GB54593	Insecta
GB54595	Insecta
GB54596	Insecta
GB54598	Insecta
GB54599	Insecta
GB54600	Insecta
GB54601	Insecta
GB54602	Insecta
GB54603	Insecta
GB54605	Insecta
GB54606	Insecta
GB54607	Insecta
GB54608	Insecta
GB54609	Insecta
GB54610	Insecta
GB54611	Insecta
GB54622	Insecta
GB54623	Insecta
GB54625	Insecta
GB54627	Insecta
GB54631	NA
GB54639	Insecta
GB54643	Insecta
GB54644	NA
GB54645	NA
GB54646	Insecta
GB54647	Insecta
GB54649	Insecta
GB54650	Insecta
GB54651	Insecta
GB54652	Insecta
GB54653	Insecta
GB54655	Insecta
GB54656	Insecta
GB54657	Insecta
GB54658	Insecta
GB54659	Insecta
GB54660	Insecta
GB54661	Insecta
GB54662	Insecta
GB54663	NA
GB54664	Insecta
GB54666	Insecta
GB54667	NA
GB54668	Insecta
GB54669	NA
GB54671	NA
GB54672	Insecta
GB54673	Insecta
GB54674	Insecta
GB54675	Insecta
GB54676	Insecta
GB54677	Insecta
GB54678	Insecta
GB54680	Insecta
GB54683	Insecta
GB54684	Insecta
GB54685	Insecta
GB54686	Insecta
GB54687	Insecta
GB54689	Insecta
GB54691	Insecta
GB54692	NA
GB54693	Insecta
GB54697	Insecta
GB54698	Insecta
GB54699	Hymenoptera
GB54700	Insecta
GB54701	Insecta
GB54702	Insecta
GB54713	Apis
GB54714	Insecta
GB54715	Insecta
GB54716	Insecta
GB54717	Insecta
GB54718	Insecta
GB54719	Insecta
GB54720	Insecta
GB54722	Insecta
GB54723	Insecta
GB54724	Insecta
GB54725	Apoidea
GB54726	NA
GB54728	Insecta
GB54729	Insecta
GB54731	Insecta
GB54732	Insecta
GB54733	Insecta
GB54734	Hymenoptera
GB54735	Insecta
GB54738	NA
GB54741	Insecta
GB54742	Insecta
GB54743	Insecta
GB54744	NA
GB54745	Insecta
GB54746	Insecta
GB54747	Insecta
GB54748	Insecta
GB54749	Insecta
GB54750	Insecta
GB54751	Insecta
GB54752	Insecta
GB54753	Insecta
GB54754	Insecta
GB54755	Apoidea
GB54756	Insecta
GB54758	Insecta
GB54760	Insecta
GB54762	Insecta
GB54763	Insecta
GB54764	Insecta
GB54765	Insecta
GB54766	NA
GB54767	Insecta
GB54770	NA
GB54771	NA
GB54773	Insecta
GB54774	Insecta
GB54775	Insecta
GB54776	Hymenoptera
GB54777	Insecta
GB54778	Hymenoptera
GB54779	Insecta
GB54780	Insecta
GB54781	NA
GB54782	Hymenoptera
GB54783	Insecta
GB54784	Insecta
GB54785	NA
GB54786	NA
GB54787	Apoidea
GB54788	NA
GB54789	Insecta
GB54790	NA
GB54791	Insecta
GB54794	Hymenoptera
GB54795	NA
GB54796	Insecta
GB54797	Insecta
GB54798	Insecta
GB54802	Insecta
GB54803	Insecta
GB54804	NA
GB54805	Insecta
GB54806	Insecta
GB54808	Insecta
GB54809	Insecta
GB54810	Hymenoptera
GB54811	Insecta
GB54812	Insecta
GB54813	Insecta
GB54814	Insecta
GB54816	Insecta
GB54817	Insecta
GB54818	Insecta
GB54827	Insecta
GB54828	NA
GB54829	Insecta
GB54830	Insecta
GB54831	Insecta
GB54835	Insecta
GB54836	Insecta
GB54837	Insecta
GB54841	Insecta
GB54842	Insecta
GB54843	Insecta
GB54844	Insecta
GB54845	Insecta
GB54846	Insecta
GB54847	Insecta
GB54848	Insecta
GB54850	Insecta
GB54851	Insecta
GB54852	Insecta
GB54853	Insecta
GB54854	Insecta
GB54855	Insecta
GB54856	Insecta
GB54857	NA
GB54858	NA
GB54860	Insecta
GB54861	Insecta
GB54862	Insecta
GB54865	Insecta
GB54866	Hymenoptera
GB54867	Insecta
GB54868	Insecta
GB54881	Insecta
GB54882	Insecta
GB54883	NA
GB54884	Hymenoptera
GB54885	Insecta
GB54886	Insecta
GB54888	Insecta
GB54890	Insecta
GB54891	Insecta
GB54892	NA
GB54893	Insecta
GB54894	NA
GB54895	Hymenoptera
GB54906	Insecta
GB54908	NA
GB54909	Insecta
GB54910	Insecta
GB54912	Insecta
GB54914	Insecta
GB54916	Insecta
GB54917	Insecta
GB54918	Insecta
GB54919	Insecta
GB54920	Insecta
GB54922	NA
GB54923	Insecta
GB54924	Insecta
GB54925	Insecta
GB54926	Insecta
GB54927	Insecta
GB54928	Insecta
GB54929	Insecta
GB54932	Insecta
GB54934	Insecta
GB54935	Insecta
GB54936	NA
GB54937	Insecta
GB54938	Insecta
GB54939	Insecta
GB54940	Insecta
GB54941	Insecta
GB54942	Insecta
GB54943	NA
GB54944	NA
GB54945	Hymenoptera
GB54949	Insecta
GB54950	Insecta
GB54951	Insecta
GB54952	Insecta
GB54953	Insecta
GB54954	NA
GB54955	Hymenoptera
GB54956	Insecta
GB54957	Insecta
GB54958	Insecta
GB54959	Insecta
GB54960	Insecta
GB54961	Insecta
GB54962	Insecta
GB54963	Hymenoptera
GB54964	Insecta
GB54966	Insecta
GB54967	Insecta
GB54968	Insecta
GB54969	Apoidea
GB54970	Insecta
GB54971	Insecta
GB54972	Insecta
GB54973	Insecta
GB54974	Insecta
GB54975	Insecta
GB54976	Insecta
GB54977	Insecta
GB54978	Insecta
GB54979	Insecta
GB54980	Apoidea
GB54981	Insecta
GB54982	Hymenoptera
GB54983	Insecta
GB54984	Insecta
GB54985	Insecta
GB54986	Insecta
GB54987	Insecta
GB54988	Insecta
GB54989	Insecta
GB54990	Insecta
GB54992	Insecta
GB54993	Insecta
GB54994	Insecta
GB54995	Insecta
GB54996	Insecta
GB54998	Insecta
GB54999	Insecta
GB55000	Insecta
GB55001	Insecta
GB55002	Insecta
GB55003	Insecta
GB55004	Insecta
GB55005	Apoidea
GB55006	Insecta
GB55007	Insecta
GB55008	Hymenoptera
GB55009	Insecta
GB55010	Insecta
GB55011	Insecta
GB55012	Insecta
GB55013	Insecta
GB55014	Insecta
GB55015	Insecta
GB55016	Insecta
GB55017	Insecta
GB55018	NA
GB55020	Insecta
GB55021	NA
GB55022	Insecta
GB55023	NA
GB55024	NA
GB55026	Hymenoptera
GB55027	NA
GB55028	NA
GB55029	Hymenoptera
GB55030	Hymenoptera
GB55031	Hymenoptera
GB55032	Insecta
GB55033	Insecta
GB55035	NA
GB55036	Insecta
GB55038	Insecta
GB55039	Hymenoptera
GB55040	Insecta
GB55041	NA
GB55042	NA
GB55051	NA
GB55052	NA
GB55053	Insecta
GB55054	Insecta
GB55056	Insecta
GB55057	Insecta
GB55058	Hymenoptera
GB55059	Insecta
GB55060	Insecta
GB55061	NA
GB55062	Insecta
GB55063	Insecta
GB55064	NA
GB55065	Insecta
GB55066	Insecta
GB55067	Insecta
GB55068	Hymenoptera
GB55070	Insecta
GB55071	Insecta
GB55073	Hymenoptera
GB55074	Insecta
GB55075	NA
GB55076	Insecta
GB55077	Insecta
GB55078	Hymenoptera
GB55080	Insecta
GB55081	Insecta
GB55082	Insecta
GB55084	NA
GB55085	NA
GB55086	NA
GB55088	Insecta
GB55090	Insecta
GB55091	Insecta
GB55092	Insecta
GB55093	NA
GB55094	Insecta
GB55095	Hymenoptera
GB55096	Insecta
GB55097	NA
GB55098	Insecta
GB55099	NA
GB55100	Hymenoptera
GB55101	Insecta
GB55102	Insecta
GB55103	Insecta
GB55104	NA
GB55105	Insecta
GB55106	Insecta
GB55107	Insecta
GB55108	Insecta
GB55109	Insecta
GB55110	NA
GB55111	Insecta
GB55112	Insecta
GB55114	Insecta
GB55116	Insecta
GB55117	Hymenoptera
GB55123	Insecta
GB55127	NA
GB55128	Apis
GB55136	NA
GB55139	Insecta
GB55142	Insecta
GB55143	Insecta
GB55144	Insecta
GB55145	Insecta
GB55146	Insecta
GB55147	Insecta
GB55148	Insecta
GB55149	NA
GB55150	Insecta
GB55151	Insecta
GB55153	NA
GB55154	NA
GB55155	Insecta
GB55156	Insecta
GB55158	Insecta
GB55160	Insecta
GB55161	Insecta
GB55162	Insecta
GB55163	Insecta
GB55164	Insecta
GB55165	Insecta
GB55166	Apoidea
GB55168	NA
GB55170	Hymenoptera
GB55171	Insecta
GB55172	NA
GB55174	NA
GB55175	NA
GB55177	NA
GB55178	NA
GB55179	NA
GB55180	NA
GB55181	NA
GB55183	Insecta
GB55184	Insecta
GB55185	Insecta
GB55186	Insecta
GB55187	Insecta
GB55189	Hymenoptera
GB55190	Insecta
GB55191	Insecta
GB55192	Insecta
GB55193	Insecta
GB55196	Insecta
GB55197	NA
GB55198	Insecta
GB55199	NA
GB55200	NA
GB55201	Insecta
GB55202	Insecta
GB55203	Insecta
GB55204	Hymenoptera
GB55205	Apis
GB55206	Apis
GB55207	Apis
GB55208	Apis
GB55209	NA
GB55210	NA
GB55211	Hymenoptera
GB55212	Apis
GB55213	Apis
GB55214	Hymenoptera
GB55215	Hymenoptera
GB55216	Insecta
GB55217	Hymenoptera
GB55219	Insecta
GB55220	Insecta
GB55222	Insecta
GB55223	Insecta
GB55224	Insecta
GB55225	Insecta
GB55227	NA
GB55228	Hymenoptera
GB55229	Insecta
GB55230	NA
GB55231	Hymenoptera
GB55232	Insecta
GB55233	Insecta
GB55235	Hymenoptera
GB55237	Insecta
GB55239	Insecta
GB55240	Insecta
GB55241	Insecta
GB55242	Insecta
GB55244	Hymenoptera
GB55246	Hymenoptera
GB55247	Insecta
GB55248	NA
GB55250	Insecta
GB55251	Apis
GB55259	Insecta
GB55260	Apoidea
GB55262	Insecta
GB55263	Insecta
GB55264	Hymenoptera
GB55265	Hymenoptera
GB55268	Insecta
GB55269	Insecta
GB55272	Insecta
GB55274	Insecta
GB55275	Insecta
GB55276	Insecta
GB55277	Hymenoptera
GB55278	Insecta
GB55279	Insecta
GB55280	Insecta
GB55281	Insecta
GB55282	Insecta
GB55283	Insecta
GB55285	Insecta
GB55286	Insecta
GB55287	Hymenoptera
GB55288	Insecta
GB55291	Hymenoptera
GB55292	Hymenoptera
GB55293	Insecta
GB55294	Insecta
GB55295	Insecta
GB55296	Insecta
GB55297	Insecta
GB55299	Insecta
GB55301	Hymenoptera
GB55302	Insecta
GB55303	Insecta
GB55304	Insecta
GB55306	Insecta
GB55307	Insecta
GB55311	NA
GB55312	Insecta
GB55313	NA
GB55315	Apoidea
GB55316	Hymenoptera
GB55317	Insecta
GB55318	Insecta
GB55319	NA
GB55320	Hymenoptera
GB55321	Apis
GB55322	Insecta
GB55323	Insecta
GB55324	Hymenoptera
GB55325	Hymenoptera
GB55326	Insecta
GB55328	Insecta
GB55329	Hymenoptera
GB55330	Insecta
GB55331	Insecta
GB55332	Insecta
GB55333	Insecta
GB55334	Insecta
GB55335	Insecta
GB55336	NA
GB55337	Hymenoptera
GB55338	NA
GB55348	Insecta
GB55349	Hymenoptera
GB55350	Insecta
GB55351	Insecta
GB55352	Insecta
GB55353	Hymenoptera
GB55354	Insecta
GB55355	Insecta
GB55356	Insecta
GB55357	Hymenoptera
GB55359	Insecta
GB55360	Insecta
GB55361	Hymenoptera
GB55362	Hymenoptera
GB55363	Hymenoptera
GB55364	Insecta
GB55365	Hymenoptera
GB55366	Insecta
GB55367	Insecta
GB55368	Insecta
GB55369	Insecta
GB55370	Insecta
GB55371	Insecta
GB55372	Insecta
GB55373	Insecta
GB55374	Insecta
GB55375	Insecta
GB55378	Insecta
GB55379	NA
GB55380	Insecta
GB55381	Insecta
GB55382	Insecta
GB55383	Insecta
GB55387	Insecta
GB55388	Insecta
GB55389	Insecta
GB55390	Insecta
GB55392	Insecta
GB55393	Insecta
GB55395	Insecta
GB55396	Hymenoptera
GB55397	Insecta
GB55398	NA
GB55399	Hymenoptera
GB55400	Insecta
GB55401	Insecta
GB55403	Insecta
GB55405	Insecta
GB55407	NA
GB55408	Insecta
GB55411	Insecta
GB55413	Insecta
GB55414	Insecta
GB55416	Insecta
GB55417	Insecta
GB55419	Insecta
GB55420	Insecta
GB55421	Insecta
GB55422	Insecta
GB55423	Hymenoptera
GB55424	NA
GB55425	Insecta
GB55426	Insecta
GB55427	Insecta
GB55429	Insecta
GB55431	Insecta
GB55432	Insecta
GB55434	Insecta
GB55436	Insecta
GB55438	Insecta
GB55439	Insecta
GB55440	Insecta
GB55441	Insecta
GB55442	NA
GB55443	Insecta
GB55444	Insecta
GB55445	Insecta
GB55447	Insecta
GB55448	Insecta
GB55449	Hymenoptera
GB55450	Apoidea
GB55451	Apoidea
GB55452	Insecta
GB55453	Insecta
GB55454	Insecta
GB55455	Insecta
GB55456	Insecta
GB55457	Insecta
GB55459	Insecta
GB55461	Insecta
GB55463	Insecta
GB55465	Insecta
GB55466	Insecta
GB55467	Insecta
GB55468	Insecta
GB55469	Insecta
GB55470	NA
GB55471	Hymenoptera
GB55472	Insecta
GB55473	Insecta
GB55474	Insecta
GB55475	Insecta
GB55476	Insecta
GB55477	Insecta
GB55478	Insecta
GB55479	Insecta
GB55480	Hymenoptera
GB55481	Insecta
GB55482	Insecta
GB55483	Insecta
GB55484	Insecta
GB55485	Insecta
GB55486	Insecta
GB55487	NA
GB55489	Insecta
GB55490	Insecta
GB55491	Insecta
GB55492	Insecta
GB55493	Insecta
GB55494	Insecta
GB55495	Insecta
GB55496	Insecta
GB55497	Hymenoptera
GB55498	Insecta
GB55499	Insecta
GB55500	NA
GB55501	Insecta
GB55502	NA
GB55503	Insecta
GB55504	Insecta
GB55505	Insecta
GB55506	Insecta
GB55507	Insecta
GB55508	Insecta
GB55509	Insecta
GB55510	Insecta
GB55511	Insecta
GB55512	Insecta
GB55513	Insecta
GB55514	Insecta
GB55515	Insecta
GB55516	Insecta
GB55517	Insecta
GB55518	Insecta
GB55519	NA
GB55520	Insecta
GB55521	Insecta
GB55522	Insecta
GB55523	Insecta
GB55525	Insecta
GB55526	NA
GB55527	Insecta
GB55528	Insecta
GB55529	Insecta
GB55530	Hymenoptera
GB55531	Insecta
GB55532	Insecta
GB55533	Insecta
GB55535	Insecta
GB55536	Hymenoptera
GB55537	Insecta
GB55538	Insecta
GB55539	Insecta
GB55540	Insecta
GB55541	Insecta
GB55542	Insecta
GB55544	Insecta
GB55545	Insecta
GB55546	Insecta
GB55547	Insecta
GB55549	Insecta
GB55550	Insecta
GB55551	NA
GB55552	Insecta
GB55553	NA
GB55554	NA
GB55555	NA
GB55556	Hymenoptera
GB55557	Insecta
GB55558	Insecta
GB55559	Insecta
GB55560	Insecta
GB55562	Insecta
GB55563	Insecta
GB55564	Insecta
GB55565	NA
GB55566	Insecta
GB55567	Insecta
GB55568	Insecta
GB55569	Insecta
GB55570	Insecta
GB55571	Insecta
GB55572	Insecta
GB55573	Insecta
GB55574	Insecta
GB55575	Insecta
GB55576	Insecta
GB55577	Hymenoptera
GB55578	Insecta
GB55579	Insecta
GB55581	Insecta
GB55583	Insecta
GB55584	Insecta
GB55585	Insecta
GB55586	Hymenoptera
